0,1,2,3,4,5,6
1739365098852.8867,-4.2828451114473864e-05,1.075648469850421e-05,1.7079844838008285e-05,1.4310704500530846e-05,-4.435265145730227e-05,-1.865801095846109e-05
1739365098853.39,-4.301072840462439e-05,1.2276990673854016e-05,1.737901766318828e-05,1.39141393447062e-05,-4.451813219930045e-05,-2.4369233869947493e-05
1739365098853.8933,-4.2381365346955135e-05,1.2798798707081005e-05,1.828733365982771e-05,1.208634512295248e-05,-4.59317016066052e-05,-2.8393053071340546e-05
1739365098854.3967,-4.3436299165477976e-05,1.4055920473765582e-05,1.85249464266235e-05,9.084215889743064e-06,-4.8746675020083785e-05,-2.7154490453540348e-05
1739365098854.9001,-4.227978934068233e-05,1.4064270544622559e-05,1.741240339470096e-05,6.282281901803799e-06,-4.8396323109045625e-05,-2.2382022507372312e-05
1739365098855.4033,-4.324955807533115e-05,1.2889203389931936e-05,1.7184303942485712e-05,3.9639576243644115e-06,-4.5799675717717037e-05,-1.821960358938668e-05
1739365098855.9067,-4.450337291928008e-05,1.4406041373149492e-05,1.7065467545762658e-05,4.037637154397089e-06,-4.433724461705424e-05,-1.742975291563198e-05
1739365098856.4102,-4.476546382647939e-05,1.4744278814760037e-05,1.882591277535539e-05,5.743748261011206e-06,-4.4905082177137956e-05,-2.0582170691341162e-05
1739365098856.9136,-4.375923526822589e-05,1.503898329247022e-05,2.145117468899116e-05,6.695297543046763e-06,-4.364358392194845e-05,-2.2502816136693582e-05
1739365098857.4167,-4.283710222807713e-05,1.3614975614473224e-05,2.142447374353651e-05,8.521093150193337e-06,-4.2931198549922556e-05,-2.2178968720254488e-05
1739365098857.9202,-4.234116568113677e-05,1.1886464562849142e-05,2.074850635835901e-05,6.036162631062325e-06,-4.153253394179046e-05,-2.1640336854034103e-05
1739365098858.4236,-4.252878716215491e-05,1.1600370271480642e-05,2.0677471184171736e-05,2.8513245524663944e-06,-4.07941042794846e-05,-2.4764631234575063e-05
1739365098858.927,-4.267849726602435e-05,1.1761267160181887e-05,1.9484548829495907e-05,3.091667849730584e-06,-3.972430931753479e-05,-2.9171831556595862e-05
1739365098859.4302,-4.215180524624884e-05,1.242542111867806e-05,1.869944389909506e-05,3.356603201609687e-06,-4.002003697678447e-05,-3.27898669638671e-05
1739365098859.9336,-4.1185590816894546e-05,1.2735420568787958e-05,1.9658329620142467e-05,2.7544224394659977e-06,-4.12100380344782e-05,-3.4814904211089015e-05
1739365098860.437,-4.051420182804577e-05,1.2812515706173144e-05,2.095153831760399e-05,1.534471493869205e-06,-4.152248220634647e-05,-3.520332757034339e-05
1739365098860.9404,-4.181317490292713e-05,1.267616607947275e-05,2.1649992049788125e-05,6.446350084843289e-07,-4.177333539701067e-05,-3.566619488992728e-05
1739365098861.4436,-4.461129356059246e-05,1.3192738151701633e-05,2.169052640965674e-05,3.18265307441834e-07,-4.1789051465457305e-05,-3.518932135193609e-05
1739365098861.947,-4.711089059128426e-05,1.237602009496186e-05,1.983631227631122e-05,6.71139730457071e-07,-4.4101379899075255e-05,-3.3661723136901855e-05
1739365098862.4504,-4.661354250856675e-05,1.0015974112320691e-05,1.846794293669518e-05,1.5899686331977136e-06,-4.544872717815451e-05,-3.1310144549934193e-05
1739365098862.9539,-4.556779094855301e-05,7.708759767410811e-06,1.9027314920094796e-05,2.768515969364671e-06,-4.628375972970389e-05,-2.9547589292633347e-05
1739365098863.457,-4.41601914644707e-05,8.486106708005536e-06,1.9760784198297188e-05,2.316348400199786e-06,-4.502700176090002e-05,-2.8541395295178518e-05
1739365098863.9604,-4.365287895780057e-05,1.0630528777255677e-05,2.009378295042552e-05,4.075302513228962e-07,-4.258835542714223e-05,-2.770908577076625e-05
1739365098864.4639,-4.319431900512427e-05,1.1923643796762917e-05,2.081911952700466e-05,3.6923569268765277e-07,-4.051725045428611e-05,-2.680371471797116e-05
1739365098864.9673,-4.32193664892111e-05,1.1020357305824291e-05,2.1078178178868257e-05,2.4191037937271176e-06,-4.109822111786343e-05,-2.742827382462565e-05
1739365098865.4705,-4.2741226934595034e-05,1.0659829968062695e-05,1.8911980077973567e-05,4.003169124189299e-06,-4.196868758299388e-05,-2.745691017480567e-05
1739365098865.9739,-4.302519664634019e-05,1.1670288586174138e-05,1.7641903468756936e-05,5.717236490454525e-06,-4.3182179069845006e-05,-2.798590503516607e-05
1739365098866.4773,-4.2040908738272265e-05,1.117988631449407e-05,1.7288626622757874e-05,8.76744252309436e-06,-4.4404900108929724e-05,-2.6728903321782127e-05
1739365098866.9807,-4.174270361545496e-05,1.017497470456874e-05,1.7817434127209708e-05,1.1112734682683367e-05,-4.475134119275026e-05,-2.2785307010053657e-05
1739365098867.484,-4.105276821064763e-05,1.00176712294342e-05,1.8542958059697412e-05,1.0147923603653908e-05,-4.386150249047205e-05,-2.0070738173671998e-05
1739365098867.9873,-4.0542636270402e-05,1.0458936230861582e-05,1.901553332572803e-05,8.867374162946362e-06,-4.388116212794557e-05,-1.7818181731854565e-05
1739365098868.4907,-4.054979217471555e-05,1.0293448212905787e-05,1.857797360571567e-05,7.763122084725183e-06,-4.1881405195454136e-05,-1.4480520803772379e-05
1739365098868.9941,-3.881511293002404e-05,9.571399459673557e-06,1.8375823856331408e-05,5.1921042540925555e-06,-3.859680873574689e-05,-1.3774494618701283e-05
1739365098869.4976,-3.66976200893987e-05,9.537757250654977e-06,2.0824940293096006e-05,3.7513909774133936e-06,-3.885730620822869e-05,-1.3178447261452675e-05
1739365098870.0007,-3.761185871553607e-05,8.244887794717215e-06,2.143299934687093e-05,3.6445048863242846e-06,-4.2390118323965e-05,-1.3020297046750784e-05
1739365098870.5042,-3.948134326492436e-05,7.352422926487634e-06,1.930740472744219e-05,2.6679824713937705e-06,-4.458846160559915e-05,-1.6076508472906426e-05
1739365098871.0076,-4.2414802010171115e-05,9.048758329299744e-06,1.862890894699376e-05,2.1816740627400577e-06,-4.590125536196865e-05,-1.7369788110954687e-05
