0,1,2,3,4,5,time
132.25644945040992,-483.65075717583744,394.1138604808119,179.92286549316262,0.32513010400538533,179.60640949118041,1739335796583
132.36633771473612,-483.61006143822885,395.42750229132196,179.92164389082794,0.32505434437121133,179.60754584733417,1739335796591
132.47542097192272,-483.5555968869177,396.75769240264265,179.9216534634133,0.3249320756262626,179.6087837192117,1739335796599
132.5808944986841,-483.4982664470592,398.0896822199709,179.9212751873441,0.3248156527440477,179.60950759758865,1739335796607
132.68515550330926,-483.44236106007656,399.42901017821015,179.92125038609274,0.3247285516422985,179.60999373959876,1739335796615
132.78860715556021,-483.37256713192653,400.75250532269257,179.92087738105545,0.3246825014193132,179.6099965385989,1739335796623
132.89081930687252,-483.2941855487731,402.09605339007373,179.92248115481442,0.32464755660881056,179.60951864332975,1739335796631
132.99074350325054,-483.21590005441703,403.4252674908931,179.92325297421132,0.32459434478666016,179.60835643487286,1739335796639
133.09214666840776,-483.1391170507087,404.7479860465353,179.92372533105285,0.3245861532975084,179.60720309791796,1739335796647
133.19412073350122,-483.0569744227067,406.07287075332374,179.92511630022537,0.32455212544501744,179.60630225005752,1739335796655
133.2967166076846,-482.96581712623976,407.3813307536681,179.92411038166492,0.3245354317333815,179.60596794664178,1739335796663
133.4005145181917,-482.8734461893833,408.6745381060884,179.92137253519155,0.3244949370984559,179.60612596509537,1739335796671
133.5055631269565,-482.77880045552075,409.9615975893497,179.91869827650424,0.324451349210528,179.60684985345844,1739335796679
133.61284820507228,-482.67159515879246,411.2634396478361,179.91911834767285,0.3243856258014998,179.60803125371828,1739335796687
133.71965117499053,-482.55703107586,412.56084854306573,179.9202196822133,0.3243178900565556,179.60939127858305,1739335796695
133.82561906627964,-482.44472201926277,413.83797307797744,179.92024633840893,0.3242369383953696,179.61057861680487,1739335796703
133.9258199192354,-482.33505425774797,415.11144741434015,179.92257040015153,0.32413425797250806,179.6110117734604,1739335796711
134.0224368541602,-482.21331284379085,416.38509969325247,179.92588609227334,0.32402737897157086,179.61083831993406,1739335796719
134.11719061572973,-482.08958767784446,417.6298983388053,179.9265075027117,0.3239148883504063,179.61007861207884,1739335796727
134.20996435214147,-481.97001180039445,418.85199369781725,179.92566628552692,0.3237628583679488,179.6089746404136,1739335796735
134.30064132688173,-481.84909976324707,420.0585936847664,179.92426835650727,0.32366597955673604,179.60764011541912,1739335796743
134.43661355302754,-481.648837479672,421.8461557924934,179.92110565729354,0.32352791292218536,179.60646929450058,1739335796755
134.52810981451134,-481.51718493343196,423.0151667417574,179.919265987305,0.323429401548773,179.60642722565208,1739335796763
134.62043570422583,-481.3871053856032,424.1729697191808,179.91806768028323,0.3233226528419284,179.60689099028045,1739335796771
134.71243872296512,-481.2540679794695,425.33310179926366,179.91989658706416,0.3231869998041311,179.60767861564796,1739335796780
134.75904707080147,-481.1820243060905,425.90686477189774,179.92038317891314,0.32312606776217045,179.6082065876865,1739335796784
134.85200640166903,-481.03808219626205,427.04921146010713,179.9224715010767,0.3229852331334962,179.60928341437264,1739335796792
134.98890223096123,-480.8282078465922,428.7225405473564,179.92448263722378,0.32273340094727426,179.61070105310637,1739335796804
135.077745197098,-480.6852673506571,429.81620638476653,179.92465444426074,0.32257256182273475,179.61139697344026,1739335796812
135.16351072656948,-480.5331429701694,430.90120787072607,179.92502201331993,0.3224043663202384,179.6114726557308,1739335796820
135.24565674795508,-480.3799791921774,431.9661413884605,179.92382595092147,0.32227008791501366,179.61105675387662,1739335796828
135.32434692312054,-480.23542291595436,433.01052876080536,179.9225136120563,0.3221472387582591,179.61007195936762,1739335796836
135.40158544661807,-480.09292377844935,434.0366305466639,179.92146615994298,0.3220194165991426,179.6088594007215,1739335796844
135.47884415494104,-479.94669433098653,435.05194114318584,179.92025732704934,0.32191549761133,179.6079228398044,1739335796852
135.5550309039829,-479.79425638168823,436.061010559747,179.92070316617603,0.3218653347143463,179.60724972000438,1739335796860
135.63094827124937,-479.64284545305003,437.0578046856046,179.92166171698486,0.32179945377310354,179.60706096657077,1739335796868
135.70560981449057,-479.496564271485,438.0368529695643,179.92238407734072,0.3217168257297364,179.6070469385257,1739335796876
135.7790343860999,-479.35455006540144,439.00166558845535,179.9240333117921,0.3216623154467284,179.60724964140488,1739335796883
135.8533657595283,-479.2085682587584,439.95820603713025,179.9253780282988,0.32158661710757713,179.60783283468535,1739335796891
