0,1,2,3,4,5,6,7,8,time
16502,2500526848,0,-0.046,0.0231,-1.3218,0.0557,-0.0812,0.0067,1739769183548.0
16503,2668299008,0,-0.046,0.0,-1.3218,0.0464,-0.0903,0.0134,1739769183558.0015
16504,2836071168,0,-0.046,0.0231,-1.3218,0.0557,-0.0812,0.0134,1739769183568.003
16505,3003843328,0,-0.046,0.0231,-1.3218,0.0464,-0.0903,0.0,1739769183578.0044
1,3171615488,0,-0.046,0.0231,-1.3218,0.0464,-0.0903,0.0067,1739769183588.006
2,3339387648,0,-0.046,0.0231,-1.1896,0.0464,-0.0812,0.0067,1739769183598.0076
3,3507159808,0,-0.0691,0.0231,-1.1896,0.0464,-0.0812,0.0134,1739769183608.009
4,3674931968,0,-0.0691,0.0231,-1.1896,0.0464,-0.0812,0.0134,1739769183618.0105
5,3842704128,0,-0.0691,0.0,-1.3218,0.0371,-0.0903,0.0134,1739769183628.012
6,4010476288,0,-0.046,0.0231,-1.1896,0.0371,-0.0812,0.0,1739769183638.0134
7,4178248448,0,-0.0691,0.0231,-1.3218,0.0557,-0.0812,0.0067,1739769183648.015
8,51118848,0,-0.0691,0.0231,-1.3218,0.0464,-0.0903,0.0067,1739769183658.0166
9,218891008,0,-0.0691,0.0231,-1.1896,0.0557,-0.0812,0.0134,1739769183668.018
10,386663168,0,-0.046,0.0231,-1.3218,0.0464,-0.0903,0.0067,1739769183678.0195
11,554435328,0,-0.0691,0.0231,-1.3218,0.0464,-0.0903,0.0067,1739769183688.021
12,722207488,0,-0.046,0.0231,-1.1896,0.0464,-0.0812,0.0134,1739769183698.0225
13,889979648,0,-0.023,0.0231,-1.1896,0.0557,-0.0812,0.0067,1739769183708.024
14,1057751808,0,-0.046,0.0231,-1.1896,0.0557,-0.0812,0.0067,1739769183718.0254
15,1225523968,0,-0.046,0.0231,-1.1896,0.0557,-0.0812,0.0067,1739769183728.027
16,1393296128,0,-0.046,0.0231,-1.1896,0.0371,-0.0812,0.0,1739769183738.0286
17,1561068288,0,-0.0691,0.0231,-1.1896,0.0464,-0.0812,0.0067,1739769183748.03
18,1728840448,0,-0.046,0.0,-1.1896,0.0557,-0.0812,0.0067,1739769183758.0315
19,1896612608,0,-0.046,0.0231,-1.1896,0.0464,-0.0812,0.0,1739769183768.033
20,2064384768,0,-0.023,0.0,-1.1896,0.0464,-0.0812,0.0067,1739769183778.0344
21,2232156928,0,-0.046,0.0,-1.1896,0.0464,-0.0812,0.0067,1739769183788.036
22,2399929088,0,-0.023,0.0231,-1.1896,0.0464,-0.0812,0.0067,1739769183798.0376
23,2567701248,0,-0.0691,0.0231,-1.1896,0.0464,-0.0812,0.0067,1739769183808.039
24,2735473408,0,-0.0691,0.0231,-1.3218,0.0371,-0.0903,0.0134,1739769183818.0405
25,2903245568,0,-0.046,0.0231,-1.1896,0.0557,-0.0812,0.0067,1739769183828.042
26,3071017728,0,-0.0691,0.0231,-1.3218,0.0371,-0.0903,0.0201,1739769183838.0435
27,3238789888,0,-0.046,0.0,-1.3218,0.0464,-0.0903,0.0134,1739769183848.045
28,3406562048,0,-0.023,-0.0231,-1.3218,0.0464,-0.0903,0.0067,1739769183858.0464
29,3574334208,0,-0.0691,0.0231,-1.1896,0.0464,-0.0812,0.0067,1739769183868.048
30,3742106368,0,-0.0691,0.0231,-1.3218,0.0371,-0.0903,0.0067,1739769183878.0496
31,3909878528,0,-0.0691,0.0231,-1.3218,0.0371,-0.0903,0.0067,1739769183888.051
32,4077650688,0,-0.0691,0.0462,-1.3218,0.0464,-0.0812,0.0067,1739769183898.0525
33,4245422848,0,-0.046,0.0231,-1.1896,0.0557,-0.0812,0.0067,1739769183908.054
