0,1,2,3,4,5,6,7,8,time
4893,1901016832,0,0.1151,0.0,0.0,-0.0557,0.0632,-0.0067,1739336943848.3452
4894,2068788992,0,0.1151,0.0,-0.1321,-0.0557,0.0541,-0.0067,1739336943858.3467
4895,2236561152,0,0.1151,0.0,-0.1321,-0.0557,0.0541,-0.0134,1739336943868.3481
4896,2404333312,0,0.0921,0.0462,-0.1321,-0.0557,0.0541,-0.0067,1739336943878.3496
4897,2572105472,0,0.1151,0.0231,-0.1321,-0.0557,0.0541,-0.0067,1739336943888.3513
4898,2739877632,0,0.0921,0.0231,-0.1321,-0.0557,0.0541,-0.0067,1739336943898.3528
4899,2907649792,0,0.0921,0.0231,-0.1321,-0.0557,0.0541,0.0,1739336943908.3542
4900,3075421952,0,0.1151,0.0,-0.1321,-0.0557,0.0541,0.0,1739336943918.3557
4901,3243194112,0,0.1382,0.0,-0.1321,-0.0464,0.0632,-0.0067,1739336943928.3572
4902,3410966272,0,0.1151,0.0231,-0.1321,-0.0557,0.0541,-0.0067,1739336943938.3586
4903,3578738432,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0067,1739336943948.36
4904,3746510592,0,0.1151,0.0,-0.1321,-0.0464,0.0541,-0.0067,1739336943958.3618
4905,3914282752,0,0.1151,0.0,-0.1321,-0.0557,0.0541,-0.0067,1739336943968.3633
4906,4082054912,0,0.0921,0.0231,-0.1321,-0.0557,0.0541,0.0,1739336943978.3647
4907,4249827072,0,0.1151,0.0231,-0.1321,-0.0557,0.0541,-0.0134,1739336943988.3662
4908,122697472,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0201,1739336943998.3677
4909,290469632,0,0.1382,0.0231,-0.2643,-0.0557,0.0541,-0.0134,1739336944008.3691
4910,458241792,0,0.0921,0.0231,-0.1321,-0.0557,0.0451,0.0,1739336944018.3708
4911,626013952,0,0.1151,0.0231,-0.1321,-0.0557,0.0541,-0.0134,1739336944028.3723
4912,793786112,0,0.1151,0.0231,-0.1321,-0.0557,0.0541,-0.0067,1739336944038.3738
4913,961558272,0,0.0921,0.0231,-0.1321,-0.0557,0.0541,-0.0067,1739336944048.3752
4914,1129330432,0,0.1382,0.0,-0.1321,-0.0464,0.0541,-0.0067,1739336944058.3767
4915,1297102592,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0134,1739336944068.3782
4916,1464874752,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0067,1739336944078.3796
4917,1632646912,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0067,1739336944088.3813
4918,1800419072,0,0.1151,0.0231,-0.1321,-0.0557,0.0541,-0.0201,1739336944098.3828
4919,1968191232,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0134,1739336944108.3843
4920,2135963392,0,0.1151,0.0,-0.1321,-0.0464,0.0541,-0.0067,1739336944118.3857
4921,2303735552,0,0.1151,0.0231,-0.1321,-0.0464,0.0632,-0.0201,1739336944128.3872
4922,2471507712,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0201,1739336944138.3887
4923,2639279872,0,0.1382,0.0231,-0.1321,-0.0464,0.0632,-0.0134,1739336944148.3901
4924,2807052032,0,0.1151,0.0231,-0.1321,-0.0464,0.0632,-0.0134,1739336944158.3918
4925,2974824192,0,0.1151,0.0,-0.1321,-0.0464,0.0541,-0.0134,1739336944168.3933
4926,3142596352,0,0.1151,0.0462,-0.1321,-0.0464,0.0541,-0.0201,1739336944178.3948
4927,3310368512,0,0.1151,0.0231,0.0,-0.0557,0.0632,-0.0201,1739336944188.3962
4928,3478140672,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0067,1739336944198.3977
4929,3645912832,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0067,1739336944208.3992
4930,3813684992,0,0.1151,0.0231,-0.1321,-0.0464,0.0632,-0.0067,1739336944218.4006
4931,3981457152,0,0.1151,0.0,0.0,-0.0557,0.0632,-0.0134,1739336944228.4023
4932,4149229312,0,0.0921,0.0231,-0.1321,-0.0557,0.0541,-0.0067,1739336944238.4038
4933,22099712,0,0.1151,0.0,0.0,-0.0557,0.0632,-0.0134,1739336944248.4053
4934,189871872,0,0.1151,0.0231,0.0,-0.0464,0.0632,-0.0134,1739336944258.4067
4935,357644032,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0067,1739336944268.4082
4936,525416192,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0067,1739336944278.4097
4937,693188352,0,0.1151,0.0,-0.1321,-0.0464,0.0541,-0.0067,1739336944288.4111
4938,860960512,0,0.1151,0.0,0.0,-0.0557,0.0632,-0.0067,1739336944298.4128
4939,1028732672,0,0.0921,0.0231,0.0,-0.0557,0.0632,-0.0067,1739336944308.4143
4940,1196504832,0,0.0921,0.0231,-0.1321,-0.0557,0.0541,-0.0134,1739336944318.4158
4941,1364276992,0,0.1151,0.0,-0.1321,-0.0557,0.0541,-0.0067,1739336944328.4172
4942,1532049152,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0201,1739336944338.4187
4943,1699821312,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0134,1739336944348.4202
4944,1867593472,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0201,1739336944358.4216
4945,2035365632,0,0.0691,0.0231,-0.1321,-0.0464,0.0632,-0.0134,1739336944368.4233
4946,2203137792,0,0.0921,0.0231,-0.1321,-0.0557,0.0541,-0.0067,1739336944378.4248
4947,2370909952,0,0.0921,0.0231,-0.1321,-0.0557,0.0541,-0.0134,1739336944388.4263
4948,2538682112,0,0.0921,0.0231,-0.1321,-0.0557,0.0541,-0.0134,1739336944398.4277
4949,2706454272,0,0.1151,0.0231,0.0,-0.0464,0.0541,-0.0067,1739336944408.4292
4950,2874226432,0,0.0921,0.0,-0.1321,-0.0464,0.0541,-0.0067,1739336944418.4307
4951,3041998592,0,0.0691,0.0,-0.1321,-0.0557,0.0541,-0.0067,1739336944428.4321
4952,3209770752,0,0.1151,0.0231,-0.1321,-0.0557,0.0541,-0.0067,1739336944438.4338
4953,3377542912,0,0.1151,0.0,-0.1321,-0.0464,0.0541,-0.0134,1739336944448.4353
4954,3545315072,0,0.0921,0.0231,-0.1321,-0.0464,0.0541,-0.0134,1739336944458.4368
4955,3713087232,0,0.1151,0.0231,-0.1321,-0.0557,0.0541,-0.0134,1739336944468.4382
4956,3880859392,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0134,1739336944478.4397
4957,4048631552,0,0.1151,0.0,-0.1321,-0.0464,0.0541,-0.0067,1739336944488.4412
4958,4216403712,0,0.1151,0.0,0.0,-0.0464,0.0632,-0.0067,1739336944498.4426
4959,89274112,0,0.1151,0.0231,0.0,-0.0557,0.0632,-0.0201,1739336944508.4443
4960,257046272,0,0.1151,0.0231,-0.1321,-0.0557,0.0541,-0.0134,1739336944518.4458
4961,424818432,0,0.0921,0.0462,0.0,-0.0464,0.0541,-0.0134,1739336944528.4473
4962,592590592,0,0.1151,0.0231,-0.1321,-0.0464,0.0541,-0.0134,1739336944538.4487
4963,760362752,0,0.1382,0.0,0.0,-0.0464,0.0541,-0.0134,1739336944548.4502
4964,928134912,0,0.1151,0.0,0.0,-0.0464,0.0541,-0.0134,1739336944558.4517
