0,1,2,3,4,5,6,7,8,time
35791,1935021312,0,0.0,-0.0231,-0.3965,-0.0371,0.0,0.0067,1739334717064.0
35792,2102793472,0,0.023,0.0,-0.2643,-0.0185,-0.009,0.0067,1739334717074.0015
35793,2270565632,0,0.023,0.0,-0.3965,-0.0371,0.0,0.0134,1739334717084.003
1,2438337792,0,0.023,-0.0231,-0.2643,-0.0278,0.0,0.0134,1739334717094.0044
2,2606109952,0,0.023,-0.0231,-0.2643,-0.0278,0.0,0.0134,1739334717104.006
3,2773882112,0,0.0,0.0,-0.2643,-0.0278,0.0,0.0067,1739334717114.0076
4,2941654272,0,0.046,0.0,-0.2643,-0.0278,-0.009,0.0134,1739334717124.009
5,3109426432,0,0.046,0.0,-0.2643,-0.0185,-0.009,0.0067,1739334717134.0105
6,3277198592,0,0.046,-0.0231,-0.2643,-0.0278,0.0,0.0,1739334717144.012
7,3444970752,0,0.023,0.0,-0.2643,-0.0278,0.0,0.0067,1739334717154.0134
8,3612742912,0,0.046,-0.0231,-0.2643,-0.0185,-0.009,0.0067,1739334717164.015
9,3780515072,0,0.023,0.0,-0.2643,-0.0185,-0.009,0.0134,1739334717174.0166
10,3948287232,0,0.046,-0.0231,-0.2643,-0.0185,-0.009,0.0067,1739334717184.018
11,4116059392,0,0.023,0.0,-0.2643,-0.0278,-0.009,0.0134,1739334717194.0195
12,4283831552,0,0.0,-0.0231,-0.2643,-0.0278,-0.009,0.0067,1739334717204.021
13,156701952,0,0.023,-0.0231,-0.2643,-0.0185,-0.009,0.0067,1739334717214.0225
14,324474112,0,0.046,-0.0231,-0.2643,-0.0185,-0.009,0.0067,1739334717224.024
15,492246272,0,0.046,-0.0231,-0.3965,-0.0371,0.0,0.0067,1739334717234.0254
16,660018432,0,0.046,-0.0231,-0.2643,-0.0278,-0.009,0.0067,1739334717244.027
17,827790592,0,0.046,-0.0231,-0.2643,-0.0278,0.0,0.0,1739334717254.0286
18,995562752,0,0.0,0.0,-0.3965,-0.0371,0.0,0.0134,1739334717264.03
19,1163334912,0,0.023,0.0,-0.2643,-0.0185,-0.009,0.0067,1739334717274.0315
20,1331107072,0,0.023,-0.0231,-0.2643,-0.0278,0.0,0.0067,1739334717284.033
21,1498879232,0,0.046,-0.0231,-0.2643,-0.0278,0.0,0.0067,1739334717294.0344
22,1666651392,0,0.046,0.0,-0.3965,-0.0371,0.0,0.0,1739334717304.036
23,1834423552,0,0.046,-0.0231,-0.3965,-0.0278,0.0,0.0067,1739334717314.0376
24,2002195712,0,0.023,-0.0231,-0.3965,-0.0371,0.0,0.0067,1739334717324.039
25,2169967872,0,0.046,-0.0231,-0.3965,-0.0371,0.0,0.0,1739334717334.0405
26,2337740032,0,0.023,-0.0231,-0.3965,-0.0371,0.0,0.0067,1739334717344.042
27,2505512192,0,0.023,-0.0231,-0.3965,-0.0371,0.0,0.0067,1739334717354.0435
28,2673284352,0,0.023,0.0,-0.2643,-0.0278,0.0,0.0,1739334717364.045
29,2841056512,0,0.023,0.0,-0.3965,-0.0371,0.0,0.0134,1739334717374.0464
30,3008828672,0,0.023,-0.0231,-0.2643,-0.0278,-0.009,0.0067,1739334717384.048
31,3176600832,0,0.046,-0.0231,-0.3965,-0.0371,0.0,0.0067,1739334717394.0496
32,3344372992,0,0.046,-0.0231,-0.3965,-0.0371,0.0,0.0,1739334717404.051
33,3512145152,0,0.023,-0.0231,-0.2643,-0.0278,0.0,0.0067,1739334717414.0525
