4,3,5
18.5159,2.1881,3.1725
15.8344,2.9713,4.4943
14.1007,4.0769,3.8334
13.0605,4.2842,1.9828
12.5751,4.3072,0.7931
11.9741,3.8005,0.7931
11.4424,2.6488,0.1321
10.4253,2.6488,-0.3965
9.5238,2.9022,-0.3965
9.3619,2.2112,-0.5287
9.8474,0.3915,-1.5862
10.7258,-1.9117,-2.9081
11.0494,-3.2246,-2.5115
11.0957,-4.1229,-2.115
10.3328,-4.4224,-1.9828
8.969,-3.6623,-2.3793
8.2755,-2.9713,-2.5115
8.368,-3.2707,-2.3793
8.7378,-3.9156,-2.3793
9.1308,-4.3994,-2.6437
8.9459,-4.3303,-2.6437
8.3217,-3.7544,-2.9081
7.9519,-3.2477,-3.0403
7.4202,-3.3398,-3.7012
7.0735,-3.5471,-3.8334
6.7267,-3.5701,-3.9656
6.6574,-3.6162,-4.23
6.4956,-3.5241,-4.3621
6.3106,-3.2016,-4.0978
5.8252,-2.9022,-3.9656
5.2704,-2.8561,-3.8334
4.5769,-2.8331,-3.569
4.0453,-2.3033,-3.7012
3.7447,-1.9117,-3.569
3.5829,-1.9348,-3.7012
3.5367,-2.0499,-3.7012
3.3287,-2.1881,-3.7012
3.0975,-2.2342,-3.569
2.7276,-2.2112,-3.3046
2.3347,-2.073,-2.9081
1.8955,-1.8887,-2.6437
1.6412,-1.7275,-2.5115
1.41,-1.7044,-2.3793
1.2482,-1.8196,-2.115
1.1095,-1.9117,-1.9828
0.9939,-2.0039,-1.9828
0.7859,-1.8657,-2.115
0.5547,-1.7044,-1.9828
0.3236,-1.405,-1.9828
0.208,-1.1747,-1.8506
0.1386,-1.1516,-1.7184
0.0462,-1.1056,-1.7184
0.0693,-1.0825,-1.5862
0.0231,-1.0595,-1.1896
-0.0462,-0.9674,-1.3218
-0.1155,-0.8292,-1.0575
-0.208,-0.6449,-1.0575
-0.3005,-0.5067,-0.6609
-0.3005,-0.4376,-0.6609
-0.3467,-0.3915,-0.7931
-0.416,-0.3455,-0.7931
-0.4392,-0.3224,-0.7931
-0.5316,-0.3685,-0.7931
-0.601,-0.3685,-0.7931
-0.6703,-0.3685,-0.7931
-0.7397,-0.3224,-0.6609
-0.7165,-0.3224,-0.6609
-0.6934,-0.2764,-0.5287
-0.7165,-0.2303,-0.5287
-0.6472,-0.2303,-0.2643
-0.6472,-0.2303,-0.2643
-0.6241,-0.2073,-0.1321
-0.6241,-0.0921,-0.2643
-0.5779,-0.0691,-0.3965
-0.5085,0.023,-0.3965
