1,2,3,4
0.0004787923244293,6.330834730761126e-05,1.916499786602799e-05,-5.5464250181103125e-05
0.0003757814411073,7.342240132857114e-05,1.1842639651149511e-05,-3.2254010875476524e-05
9.636023605708031e-05,7.926443504402414e-05,9.105480785365216e-06,-2.852435954991961e-06
-0.0001927503471961,7.908821862656623e-05,1.0184738130192272e-05,6.617271992581664e-06
-0.0003739768872037,7.034125155769289e-05,9.978974048863163e-06,3.2796472169138724e-06
-0.0004183744022157,5.637736830976792e-05,7.654086402908433e-06,6.503042186523089e-06
-0.0003606679092627,4.732219167635776e-05,3.179192162861e-06,1.7503552953712642e-05
-0.0002672584669198,4.064675522386096e-05,-3.957610715588089e-06,3.130565528408624e-05
-0.0001858766045188,3.3235879527637735e-05,-9.643248631618915e-06,4.651572453440167e-05
-0.0001094494873541,2.550571116444189e-05,-1.0067351468023844e-05,5.0407696107868105e-05
-1.9399962184252217e-05,1.884453376987949e-05,-7.99649569671601e-06,3.714473496074788e-05
6.64742401568219e-05,1.5344281564466655e-05,-5.567529115069192e-06,1.621433148102369e-05
0.0001233793009305,1.3709734957956243e-05,-3.149327540086233e-06,-1.339303935310454e-06
0.0001529949513496,1.2486551895563023e-05,-7.709947169587394e-08,-1.2523342775239144e-05
0.0001754388067638,9.321510333393236e-06,5.127414624439552e-06,-1.8984543203259815e-05
0.0002197041176259,4.52647600468481e-06,1.319070997851668e-05,-1.5229095879476516e-05
0.0003236574120819,1.3697484746444388e-07,2.2174685000209134e-05,2.175317831643042e-06
0.000508619879838,-3.3959461234189803e-06,2.9321010515559465e-05,2.6337258532294072e-05
0.0007104219985194,-6.341806056298083e-06,3.244704566895962e-05,4.946781700709835e-05
0.000755381421186,-7.813985575921834e-06,3.129269680357538e-05,7.000271580182016e-05
0.0005053115310147,-8.448001608485356e-06,2.988667256431654e-05,8.149932546075433e-05
9.291981768910771e-06,-8.635454832983669e-06,3.2910844311118126e-05,7.962567178765312e-05
-0.0005282915080897,-1.026133668347029e-05,3.572337300283834e-05,6.164353544590995e-05
-0.0009000714053399,-1.216218515764922e-05,2.6883257305598814e-05,2.821672933350783e-05
-0.0010091100120916,-1.0058537554868964e-05,2.1391660993685946e-06,-2.0929281163262203e-05
-0.0009104576311074,-4.035702659166418e-06,-1.181634797831066e-05,-6.915627454873174e-05
-0.0007330547668971,1.7728581269693675e-06,1.7777874745661393e-05,-9.798303653951734e-05
-0.0005645304918289,5.960938779026037e-06,7.112899766070768e-05,-0.0001036610774463
-0.0004128698201384,7.551596809207695e-06,7.919405470602214e-05,-8.533130312571302e-05
-0.0003016137052327,5.095439519209322e-06,2.5291852580267005e-05,-6.371823837980628e-05
-0.0002380107616772,1.5222295246530848e-07,-2.453937486279756e-05,-5.29847493453417e-05
-0.0001977807260118,-3.988818662037375e-06,-3.527748413034715e-05,-4.465434903977439e-05
-0.0001540371158625,-1.0040236702479888e-05,-2.616283018141985e-05,-3.349958569742739e-05
-7.683214062126353e-05,-1.6100921129691415e-05,-1.636464730836451e-05,-1.6025505829020403e-05
-2.6678526410250925e-06,-1.9380595404072665e-05,-1.3276652680360712e-05,1.231501869369822e-06
2.8360796932247467e-05,-1.7187237972393632e-05,-1.120490560424514e-05,1.411283574270783e-05
1.4671484677819537e-05,-1.23702448036056e-05,-7.09259666109574e-06,2.0822661099373363e-05
-1.23483905554167e-05,-9.952442269423044e-06,-1.4336205822473858e-06,2.097885590046644e-05
-3.1311843486037105e-05,-1.3010981092520524e-05,2.534906798246084e-06,1.5740346498205326e-05
-2.837088868545834e-05,-1.949109537235927e-05,4.359476861282019e-06,7.708614248258527e-06
-2.881678028643364e-06,-2.2953459847485647e-05,6.191497504914878e-06,1.2736784356093267e-06
3.451260636211373e-05,-1.844325743149966e-05,9.288216460845431e-06,-3.4171744118793868e-06
6.975077121751383e-05,-4.970266672899015e-06,1.6183497791644186e-05,-7.96418771642493e-06
9.559666796121746e-05,1.2824632904084863e-05,2.689913344511297e-05,-1.042311305354815e-05
0.0001192225026898,3.147986353724264e-05,3.724121779669076e-05,-9.675236469774973e-06
0.0001466082030674,4.691400317824446e-05,4.3207361159147695e-05,-6.377574663929408e-06
0.000176714544068,5.501808482222259e-05,4.43591779912822e-05,3.292805786259123e-06
0.0002017614751821,5.4863005061633885e-05,4.331594027462416e-05,2.291422242706176e-05
0.000223790135351,5.123392111272551e-05,4.930105205858126e-05,4.870847624260932e-05
0.0002430166496196,4.8969122872222215e-05,6.939893501112238e-05,6.350508920149878e-05
0.0002559374843258,4.737430572276935e-05,9.237445920007303e-05,5.396262713475153e-05
0.0002565625763963,4.057648402522318e-05,9.277517528971656e-05,2.988075539178681e-05
0.0002555744431447,2.119231430697255e-05,6.930049858056009e-05,1.016396527120378e-05
0.0002530055935494,-2.124204365827609e-05,3.9173530240077525e-05,-6.448374278988922e-08
0.0002351217990508,-6.972017581574619e-05,1.5669451386202127e-05,-5.676528189724195e-07
0.0001782710605766,-9.848250192590058e-05,-1.5549711633866536e-06,-2.4359467261092504e-06
9.39399906201288e-05,-0.0001123576948884,-1.4213595932233147e-05,-6.833689894847339e-06
3.137330713798292e-05,-0.0001182295600301,-2.0751520423800685e-05,-1.028075257636374e-05
1.2683833119808696e-05,-0.00010410125833,-2.1199926777626388e-05,-1.2728674846584909e-05
2.6467743737157438e-05,-8.2387137808837e-05,-1.611667721590493e-05,-1.4805293176323175e-05
4.362378967925906e-05,-8.391399751417339e-05,-1.0807857506733852e-05,-1.989128213608637e-05
4.618416278390214e-05,-0.0001013128930935,-7.821802682883572e-06,-2.1241323338472284e-05
3.481871681287885e-05,-0.0001039335838868,-7.4827216849371325e-06,-1.723181594570633e-05
1.4855587323836517e-05,-8.028066076803952e-05,-4.051292307849508e-06,-9.211566066369414e-06
-7.12473001840408e-06,-4.820550384465605e-05,-3.4971645845871535e-07,-2.8073382054572e-06
-2.439364652673248e-05,-2.18971381400479e-05,2.832134441632661e-06,1.3080841654300457e-06
-3.5363100323593244e-05,5.548205081140623e-06,5.813160441903165e-06,5.708930075343233e-06
-4.082297164131887e-05,3.6027839087182656e-05,5.71589498576941e-06,1.1327975698804948e-05
-3.652086161309853e-05,6.300550739979371e-05,2.934056738013169e-06,1.8505628759157844e-05
-2.408363980066497e-05,8.7829350377433e-05,1.234142928296933e-06,2.245904761366546e-05
-1.19612877824693e-05,0.0001114367260015,3.0021585644135484e-06,2.14560168387834e-05
-6.907850092829904e-06,0.0001317593996645,5.595606126007624e-06,1.840235745476093e-05
-8.908782547223382e-06,0.0001543106482131,7.112234470696421e-06,1.798099765437655e-05
-1.2394150871841704e-05,0.0001835930452216,6.315442533377791e-06,1.7272010154556483e-05
-1.5593252101098187e-05,0.0002091626520268,4.979548521077959e-06,1.5839112165849656e-05
-1.97364734049188e-05,0.0002103063452523,6.328673862299183e-06,1.587859878782183e-05
-2.388516440987587e-05,0.0001760825834935,1.2563438758661505e-05,1.7072867194656283e-05
-2.772697189357132e-05,0.0001227390457643,1.7558531908434816e-05,1.9750134015339427e-05
-3.351922714500688e-05,8.204987534554675e-05,1.7569196643307805e-05,2.158450661227107e-05
-4.193369022686966e-05,6.434906390495598e-05,1.442305620003026e-05,2.3670561859034933e-05
-4.996474308427423e-05,5.887448423891328e-05,1.24991584016243e-05,2.6122948838747103e-05
-5.287162639433518e-05,5.239038364379667e-05,1.2354845239315182e-05,2.8745842428179454e-05
-5.634310218738392e-05,3.5852990549756214e-05,1.1613549759204034e-05,3.188061236869544e-05
-6.14877135376446e-05,1.599584356881678e-05,9.31214071897557e-06,2.9150882255635224e-05
-6.695098272757605e-05,5.713653990824241e-06,8.668746886542067e-06,2.439861600578297e-05
-7.297143747564405e-05,8.917354534787592e-06,1.0083648703584911e-05,1.9628763766377236e-05
-7.696532702539116e-05,3.227511479053646e-05,1.0491104148968589e-05,1.4632409147452565e-05
-7.848465611459687e-05,9.0712659584824e-05,7.533304142270936e-06,1.0215118891210295e-05
-8.16617684904486e-05,0.0001734259567456,6.13334077570471e-06,5.9298881751601584e-06
-8.650127711007372e-05,0.0002573343226686,9.141060218098572e-06,3.817372089542914e-06
-8.963172876974568e-05,0.0003282153338659,1.3270469025883358e-05,1.4485598285318702e-06
-9.25826170714572e-05,0.0003774880315177,1.4900654605298769e-05,-6.371666358973016e-07
-9.664435492595658e-05,0.000399085052777,1.2455561773094814e-05,-3.229365347579005e-06
-9.902293095365168e-05,0.000387680134736,1.1141563845740166e-05,-5.022547611588379e-06
-9.861112630460413e-05,0.0003485174383968,1.230195539392298e-05,-4.465446181711741e-06
-9.673579188529402e-05,0.0002947378961835,1.560248711029999e-05,-1.7946640582522375e-06
-9.478082210989668e-05,0.0002378292119828,1.9386339772609062e-05,1.283065785173676e-06
-9.252376185031608e-05,0.000182506701094,2.28293429245241e-05,4.167380666331155e-06
-8.975795935839415e-05,0.0001323922042502,2.4685477910679765e-05,5.740993856306886e-06
-8.351364522241056e-05,9.14827105589211e-05,2.562148438300937e-05,7.817971891199704e-06
-7.442815694957972e-05,5.89817609579768e-05,2.587273957033176e-05,9.881935511657504e-06
-6.627605034736916e-05,2.9277594876475632e-05,2.4846596716088243e-05,9.550118193146773e-06
-6.198204937390983e-05,-1.013113433145918e-06,2.573682104412001e-05,5.941469225945184e-06
-6.449113425333053e-05,-3.219199425075203e-05,2.843328911694698e-05,6.204455758052063e-07
-7.073517917888239e-05,-6.010881406837143e-05,2.8733433282468468e-05,-2.1660687252733624e-06
-7.766416092636064e-05,-8.081212581600994e-05,2.914238211815245e-05,-2.155319634766784e-06
-8.988706395030022e-05,-9.705283446237444e-05,2.98098566418048e-05,-4.470494786801282e-06
-0.0001051410872605,-0.0001143574118032,2.859161759261042e-05,-9.635123205953278e-06
-0.0001168687522294,-0.0001307925558649,2.786504410323687e-05,-1.231350233865669e-05
-0.000129557956825,-0.0001443807705072,2.7857735403813425e-05,-1.7109186956076883e-05
-0.0001394820137647,-0.0001533799659227,2.676467556739226e-05,-2.666282125574071e-05
-0.0001467934052925,-0.0001575546193635,2.74230169452494e-05,-3.277096766396426e-05
-0.0001572135224705,-0.0001611011393833,2.915867298725061e-05,-2.9913519028923478e-05
-0.0001647498575039,-0.0001617528469068,2.861085522454232e-05,-1.7461243260186166e-05
-0.0001683958835201,-0.0001603484415682,2.856486571545247e-05,1.659079657656548e-06
-0.0001738236605888,-0.000157950038556,2.895888792409096e-05,1.673334372753743e-05
-0.0001791294489521,-0.0001546037528896,2.990090251842048e-05,2.1545922209043056e-05
-0.0001798776647774,-0.0001544005208415,2.961691643577069e-05,1.8880218703998253e-05
-0.0001752777461661,-0.0001547714637126,2.6851890652324076e-05,1.3180729183659425e-05
-0.0001688658230705,-0.0001518442295491,2.5636829377617687e-05,8.829457328829449e-06
-0.0001606053847353,-0.0001465617970097,2.6782226996147077e-05,8.785550562606659e-06
-0.0001496862096246,-0.0001424205111106,2.682047670532484e-05,1.004800924420124e-05
-0.0001350646780338,-0.0001379725727019,2.700040931813419e-05,1.0412387382530142e-05
-0.0001172178672277,-0.0001307752536376,2.7915233658859503e-05,1.04045175248757e-05
-9.677342313807458e-05,-0.0001217729732161,2.85335881926585e-05,9.38468201638898e-06
-7.638367969775572e-05,-0.0001119599473895,2.7841089831781574e-05,6.8587037276302e-06
-6.022672459948808e-05,-0.0001012041975627,2.615201083244756e-05,5.065088316769106e-06
-4.489301500143483e-05,-9.154559666058049e-05,2.500523805792909e-05,3.864203335979255e-06
-1.928234451042954e-05,-8.519784023519605e-05,2.426461651339196e-05,5.672150109603535e-07
1.1543665095814504e-05,-7.990335870999843e-05,2.3559550754725933e-05,-2.0029908682772657e-06
1.2939050066052005e-05,-7.305502367671579e-05,2.350478280277457e-05,-3.156890443278826e-06
-3.940448732464574e-05,-6.348350871121511e-05,2.3647953639738265e-05,-4.2404326450196095e-06
-0.0001193390271509,-5.310249980539084e-05,2.221002068836242e-05,-3.521383405313827e-06
-0.0001764240150805,-4.568876101984642e-05,1.9706276361830533e-05,-1.33530181756214e-06
-0.0001850033877417,-4.071950388606638e-05,1.952131606230978e-05,3.2501811801921576e-06
-0.0001574983616592,-3.55449847120326e-05,2.3171252905740403e-05,8.75334535521688e-06
-0.0001168156595667,-2.925107764895074e-05,2.5786299374885857e-05,1.679151137068402e-05
-6.963409396121278e-05,-2.350496106373612e-05,2.4245113309007135e-05,2.47250482061645e-05
-1.9216557120671496e-05,-1.6682204659446143e-05,1.7976286471821368e-05,2.742210017459001e-05
1.3363042853598016e-05,-8.245755452662706e-06,1.4505855688184964e-05,2.4461089196847752e-05
9.399725058756305e-06,-3.973183538619196e-06,1.7564865629537962e-05,1.7208065401064232e-05
-1.3578134712588508e-05,-1.4168369943945436e-06,2.144559948646929e-05,1.0724344065238256e-05
-2.751713873294648e-05,7.734371365586412e-07,2.352868978050537e-05,3.653604608189198e-06
-1.1803444976976609e-05,3.963632934755879e-06,2.507897988834884e-05,-1.5935330566207997e-07
2.3435650291503407e-05,8.332051947945729e-06,2.779663554974832e-05,-6.171411541799898e-07
4.247036122251302e-05,1.2865502867498437e-05,2.9663748136954385e-05,1.2222958503116388e-06
1.187614270747872e-05,1.7346283129882067e-05,2.932535244326573e-05,2.0703623704321217e-06
-6.157149618957192e-05,2.2620712115895003e-05,2.7295269319438376e-05,9.002573051475338e-07
-0.0001398941967636,2.6471001547179185e-05,2.82603705272777e-05,9.168294923256327e-08
-0.0001901067007565,2.8435488275135867e-05,3.4736622183118016e-05,1.8344830721162e-07
-0.0002028271264862,3.0204111681086943e-05,4.291397999622859e-05,1.3487237993103918e-06
-0.0001894063025247,3.1219264201354235e-05,4.7924208047334105e-05,8.40208826957678e-07
-0.0001608947059139,3.133925929432735e-05,4.713519956567325e-05,-9.178496043205088e-07
-0.0001275986578548,3.2175852538784966e-05,4.181973417871632e-05,-2.1723642475990346e-06
-9.87084858934395e-05,3.292452311143279e-05,3.642309820861556e-05,-3.360711957611784e-07
-8.256822911789641e-05,3.1721388950245455e-05,3.3141899621114135e-05,3.776423227463965e-06
-7.615594222443178e-05,3.18697166221682e-05,3.076699795201421e-05,7.163351256167516e-06
-6.881773879285902e-05,3.466837006271817e-05,3.0928404157748446e-05,7.57323232392082e-06
-5.204831904848106e-05,3.957788067054935e-05,3.1929212127579376e-05,7.442607056873385e-06
-3.065735290874727e-05,4.26750339102e-05,3.177652615704574e-05,9.235846846422646e-06
-1.377391345158685e-05,4.401463957037777e-05,3.121756890323013e-05,1.228105520567624e-05
-6.171245331643149e-06,4.458829062059522e-05,3.0315835829242133e-05,1.2246077858435456e-05
-6.187132139956475e-09,4.470198109629564e-05,3.105794530711137e-05,8.20012701296946e-06
1.4169741007208358e-05,4.402554259286262e-05,3.7676778447348624e-05,4.446697857929394e-06
3.3730550057953224e-05,4.0064998756861314e-05,4.713213274953887e-05,1.5221169178403215e-06
5.299881377140992e-05,3.559096876415424e-05,5.05347088619601e-05,-1.957784888872993e-06
7.095676846802235e-05,3.320666655781679e-05,4.806855577044189e-05,-4.9977502385445405e-06
8.717479795450345e-05,3.256386844441295e-05,4.512792293098755e-05,-6.417689291993156e-06
9.499594307271764e-05,3.3590811653994024e-05,3.854604437947273e-05,-7.66209723224165e-06
8.557635737815872e-05,3.210135400877334e-05,2.3244878320838325e-05,-1.041439736582106e-05
6.444272003136575e-05,2.9821787393302657e-05,8.221432835853193e-06,-8.512184649589472e-06
4.222376810503192e-05,2.8767977710231207e-05,1.6652472822897837e-06,-5.21511401530006e-06
2.1808453311678026e-05,2.740923264354933e-05,5.111139216751326e-06,-2.912148602263187e-06
2.9493733109120512e-06,2.442475852149073e-05,1.314653127337806e-05,-2.44747468514106e-07
-9.248752576240804e-06,2.3525064534624107e-05,1.6782840248197317e-05,7.466293254765333e-07
-1.3397956536209676e-05,2.575789585534949e-05,1.870651976787485e-05,1.4188234445100534e-06
-1.3795467566524168e-05,2.9639388230862096e-05,2.5432329493924044e-05,2.1918890524830204e-06
-1.2198981494293548e-05,3.3554148103576154e-05,2.811881131492555e-05,4.1939251786971e-06
-6.482603112090146e-06,3.634561289800331e-05,1.35388354465249e-05,4.838348104385659e-06
4.203483513265383e-06,3.8604706787737086e-05,-1.084591440303484e-05,3.017045401065843e-06
1.5271776646841317e-05,4.235474989400245e-05,-2.618607322801836e-05,1.5148159491218394e-06
2.149651845684275e-05,4.69002770842053e-05,-2.5541074137436223e-05,2.497148216207279e-06
2.133138877979945e-05,4.978449214831926e-05,-1.752186108205933e-05,3.5960108561994275e-06
1.6906109522096813e-05,5.176569175091572e-05,-1.035880450217519e-05,3.4021445571852382e-06
9.842841791396497e-06,5.09821911691688e-05,-4.936050572723616e-06,1.754001800691185e-06
3.7696054278058e-06,4.603865090757608e-05,-3.679769520203991e-07,7.450905172845523e-07
3.247279892093502e-06,3.938828740501776e-05,9.18890805223782e-07,2.509396836103406e-06
8.052558769122697e-06,3.623201700975187e-05,-2.640169611822785e-07,5.7037595979636535e-06
1.2926720046380067e-05,3.69893605238758e-05,-4.821829975298897e-07,7.054693014652003e-06
1.7596094039618038e-05,3.811999340541661e-05,-1.4589410284315818e-06,7.663938049518038e-06
2.255846993648447e-05,3.605460005928762e-05,-1.4073614806875412e-07,8.349262316187378e-06
2.3946151486597955e-05,3.524928615661338e-05,3.50100890500471e-06,7.870848094171379e-06
2.125835271726828e-05,3.660423681139946e-05,7.461220320692519e-06,7.092850864864886e-06
2.070254231512081e-05,3.937066503567621e-05,1.2146746485086624e-05,5.524187145056203e-06
2.086719177896157e-05,3.8886486436240375e-05,1.4516457667923532e-05,3.872158686135663e-06
2.127055995515548e-05,3.401306094019674e-05,1.6185616914299317e-05,3.260747917011031e-06
1.972623613255564e-05,2.9033326427452263e-05,1.42056205731933e-05,3.174500989189255e-06
1.7780583220883273e-05,2.629358095873613e-05,1.074966257874621e-05,2.7891685476788552e-06
1.4674444173579104e-05,2.4288397980853915e-05,9.344154932477975e-06,6.314091933745658e-07
1.1384119716240091e-05,1.9552169760572724e-05,7.482293312932597e-06,-1.90939294952841e-06
1.192945728689665e-05,1.3441898772725835e-05,4.893752247880912e-06,-5.335637069947552e-07
1.20527547551319e-05,9.278286597691476e-06,4.161813194514252e-06,3.514968966555898e-06
6.936713816685369e-06,8.134993549901992e-06,4.916238140140194e-06,4.983071448805276e-06
-2.470869731041603e-06,7.965407348820008e-06,4.832986633118708e-06,5.958937890682137e-06
-1.0478812328074127e-05,1.022874675982166e-05,5.444445378088858e-06,8.408404028159566e-06
-1.4567121979780495e-05,1.3804801710648462e-05,6.811297680542339e-06,1.036032335832715e-05
-1.6383070033043623e-05,1.8006659956881776e-05,8.108093425107654e-06,9.52425671130186e-06
-1.9090213754680008e-05,2.2456775695900436e-05,8.339012310898397e-06,8.184329089999665e-06
-2.237352964584716e-05,2.1656866010744125e-05,8.403979336435441e-06,9.555227734381331e-06
-2.6078483642777428e-05,1.4085374459682498e-05,1.037939637171803e-05,1.0175777788390404e-05
-3.130230470560491e-05,6.457712515839376e-06,1.3644793398270847e-05,7.3995952334371395e-06
-3.6849669413641095e-05,-5.91426953633345e-07,1.6123642126331106e-05,4.995449216949055e-06
-4.091976370546036e-05,-1.0497004950593691e-05,1.8266744518768974e-05,5.288523880153662e-06
-4.393889685161412e-05,-2.26785250561079e-05,1.7680311430012807e-05,6.210892024682835e-06
-4.731926674139686e-05,-3.431429649936035e-05,1.5801444533281028e-05,6.747895440639695e-06
-5.286734813125804e-05,-4.1811043047346175e-05,1.5153540516621432e-05,8.43809812067775e-06
-5.756567043135874e-05,-4.053285738336854e-05,1.5687637642258778e-05,1.0533256499911658e-05
-6.137033051345497e-05,-2.85397964034928e-05,1.815398172766436e-05,8.006039024621714e-06
-6.371143535943702e-05,-1.2775369214068633e-05,1.98291727429023e-05,3.0505495942634298e-06
-6.381902494467795e-05,2.5376905341545357e-06,2.0806086467928253e-05,1.9573249119275715e-06
-6.626087997574359e-05,1.6687341485521756e-05,2.337661135243252e-05,5.226155280979583e-06
-7.195351645350456e-05,2.9692944735870697e-05,2.246701296826359e-05,8.202267054002732e-06
-7.75198350311257e-05,4.458433613763191e-05,1.969053664652165e-05,1.116040311899269e-05
-8.360299398191273e-05,5.774336023023352e-05,1.84907803486567e-05,1.1546734640432987e-05
-8.660767343826592e-05,6.727395521011204e-05,1.825104300223757e-05,9.872097507468425e-06
-8.775074093136936e-05,7.299832213902846e-05,2.0984172806493007e-05,8.188962965505198e-06
-8.830338629195467e-05,7.24263081792742e-05,2.411493369436357e-05,7.321169050555909e-06
-8.795377652859315e-05,6.655071047134697e-05,2.483195930835791e-05,8.140938916767482e-06
-8.720734331291169e-05,5.809113645227626e-05,2.3793456421117295e-05,1.079252797353547e-05
-8.92522293725051e-05,4.821455149794929e-05,2.3173561203293502e-05,1.1821439329651184e-05
-9.18826917768456e-05,3.608117185649462e-05,2.374770883761812e-05,9.389425940753426e-06
-9.403649164596573e-05,2.381001650064718e-05,2.450904321449343e-05,7.047840426821495e-06
-9.622308425605296e-05,1.4543892575602513e-05,2.4757799110375345e-05,6.826644039392704e-06
-9.575066360412166e-05,7.129828190954868e-06,2.516351923986804e-05,7.983735486050136e-06
