4,3,5
8.2755,-0.9213,-1.3218
8.183,-3.2477,-2.3793
9.9861,-8.269,-0.9253
11.7891,-5.8274,3.0403
9.7318,-4.2842,1.454
6.6805,-3.7083,-2.115
7.1428,-2.5797,-3.0403
7.4433,-2.2572,-2.2471
7.4202,-2.9943,-1.8506
7.0272,-2.9252,-1.9828
5.5709,-2.2803,-2.2471
4.8543,-1.6123,-1.7184
4.6,-2.1651,-1.454
3.6292,-2.9482,-1.9828
2.1497,-2.1651,-2.115
1.5718,-0.9904,-1.9828
1.9417,-1.1747,-1.9828
2.2191,-1.6123,-2.3793
2.0804,-1.7966,-2.2471
1.595,-2.4185,-2.2471
1.7568,-3.1325,-2.2471
2.0804,-3.501,-1.9828
2.1266,-3.7083,-1.454
2.3347,-3.2707,-0.2643
2.1035,-2.8331,0.1321
1.5718,-2.787,-0.6609
1.202,-2.5336,-1.1896
0.7397,-2.1651,-1.454
0.2311,-2.0269,-1.454
-0.0462,-1.9348,-1.454
-0.1386,-2.0269,-1.7184
-0.0462,-2.1421,-1.8506
0.1849,-1.7966,-1.454
0.7397,-1.2207,-0.9253
0.7628,-1.1747,-0.7931
0.6241,-1.1747,-0.6609
0.4854,-1.2207,-0.3965
0.1849,-1.1747,-0.2643
-0.1618,-1.0365,0.0
-0.1849,-0.7601,0.0
-0.208,-0.3455,0.1321
-0.2311,-0.1382,0.0
-0.2542,-0.0691,-0.1321
-0.1849,-0.0691,-0.1321
-0.0924,-0.0691,-0.1321
0.0,-0.1612,-0.2643
0.0462,-0.2073,-0.2643
0.0693,-0.2303,-0.2643
0.0693,-0.2303,-0.2643
0.1386,-0.2073,-0.2643
0.3005,-0.2533,-0.2643
0.4623,-0.2764,-0.2643
0.5316,-0.2764,-0.3965
0.5779,-0.2994,-0.5287
0.7165,-0.4146,-0.5287
0.8552,-0.4837,-0.5287
0.9477,-0.5297,-0.3965
0.8321,-0.4606,-0.3965
0.7397,-0.4376,-0.3965
0.6703,-0.3455,-0.5287
0.7397,-0.2533,-0.5287
0.9015,-0.1382,-0.5287
1.0171,0.046,-0.5287
1.0171,0.0691,-0.6609
0.9246,-0.0691,-0.7931
0.7859,-0.2764,-0.9253
0.809,-0.3455,-0.9253
0.7859,-0.3915,-1.0575
0.7397,-0.2994,-1.1896
0.6241,-0.2533,-1.1896
0.5316,-0.2994,-1.3218
0.5547,-0.4376,-1.5862
0.5316,-0.5988,-1.5862
0.5316,-0.691,-1.8506
0.5316,-0.691,-1.9828
0.5085,-0.691,-1.9828
0.5085,-0.714,-2.115
0.5085,-0.714,-2.2471
0.4854,-0.8061,-2.115
0.4623,-0.8292,-2.2471
0.416,-0.8061,-2.3793
0.3698,-0.6679,-2.6437
0.3467,-0.5758,-2.7759
0.3698,-0.5528,-3.0403
0.416,-0.5988,-3.1725
0.3929,-0.6219,-3.3046
0.3698,-0.714,-3.569
0.3467,-0.7601,-3.7012
0.3005,-0.737,-3.9656
0.2311,-0.737,-4.23
0.3005,-0.714,-4.4943
0.3236,-0.6219,-4.6265
0.3236,-0.5758,-4.8909
0.3005,-0.5297,-5.1553
0.2542,-0.5528,-5.4196
0.208,-0.6219,-5.9484
0.208,-0.6679,-6.2128
0.208,-0.6449,-6.4771
0.2542,-0.6449,-6.7415
0.2542,-0.5528,-7.1381
0.2542,-0.5297,-7.5346
0.208,-0.5067,-7.9312
0.1849,-0.5297,-8.3278
0.1386,-0.5758,-8.8565
0.1386,-0.5758,-9.1209
0.1155,-0.5297,-9.3853
0.1386,-0.4837,-9.6497
0.1155,-0.4376,-9.914
0.1155,-0.4606,-10.3106
0.1386,-0.5067,-10.7072
0.1618,-0.6219,-10.9715
0.1849,-0.7601,-11.2359
0.1849,-0.8983,-11.5003
0.208,-0.9443,-11.7647
0.208,-0.8752,-11.7647
0.1849,-0.7831,-12.1612
0.1386,-0.6449,-12.2934
0.1386,-0.5528,-12.5578
0.1386,-0.5528,-12.69
0.1849,-0.6449,-13.0865
0.208,-0.7831,-13.0865
0.1849,-0.8292,-13.4831
0.1849,-0.8061,-13.6153
0.1618,-0.7831,-13.8797
0.1618,-0.8061,-14.0118
0.1386,-0.7831,-14.144
0.1386,-0.8292,-14.4084
0.1386,-0.8983,-14.5406
0.0924,-1.0365,-14.805
0.0693,-1.1747,-15.0693
0.0693,-1.2438,-15.3337
0.0693,-1.3129,-15.5981
0.0462,-1.3129,-15.8625
0.0924,-1.2898,-15.9947
0.1155,-1.2668,-16.259
0.1386,-1.2438,-16.5234
0.0924,-1.1747,-16.5234
0.0924,-1.1747,-16.6556
0.0924,-1.1516,-16.7878
0.0924,-1.2438,-16.7878
0.0693,-1.3129,-16.7878
0.0,-1.3129,-16.92
-0.0231,-1.2668,-17.0522
-0.0231,-1.3129,-17.0522
-0.0231,-1.3129,-17.1844
0.0231,-1.3359,-17.3165
0.0,-1.3589,-17.3165
0.0,-1.5202,-17.5809
0.0231,-1.5662,-17.5809
0.0231,-1.6123,-17.5809
0.0,-1.5893,-17.5809
0.0,-1.5662,-17.7131
-0.0462,-1.5662,-17.7131
-0.0693,-1.5662,-17.8453
-0.0924,-1.6123,-17.8453
-0.1155,-1.6353,-17.8453
-0.1386,-1.6123,-17.8453
-0.0924,-1.6353,-17.9775
-0.1155,-1.5893,-18.2419
-0.1155,-1.5202,-18.2419
-0.0924,-1.4971,-18.2419
-0.0693,-1.4741,-18.374
-0.0693,-1.4741,-18.374
-0.1155,-1.4971,-18.5062
-0.1155,-1.4971,-18.6384
-0.1155,-1.4971,-18.7706
-0.1155,-1.5202,-18.9028
-0.0924,-1.5202,-18.9028
-0.0924,-1.5662,-19.035
-0.0924,-1.5662,-19.035
-0.1155,-1.5662,-19.035
-0.1155,-1.5202,-19.1672
-0.1155,-1.4971,-19.2994
-0.0924,-1.5662,-19.4315
-0.0924,-1.6353,-19.4315
-0.0693,-1.7044,-19.5637
-0.0924,-1.6814,-19.5637
-0.1386,-1.5893,-19.5637
-0.1618,-1.5432,-19.5637
-0.1155,-1.5432,-19.5637
-0.1618,-1.5662,-19.5637
-0.1155,-1.6123,-19.8281
-0.1386,-1.5893,-19.8281
-0.1386,-1.5202,-19.6959
-0.1618,-1.428,-19.6959
-0.1618,-1.382,-19.5637
-0.1849,-1.382,-19.6959
-0.1849,-1.4741,-19.6959
-0.1849,-1.5432,-19.6959
-0.1618,-1.5662,-19.6959
-0.1618,-1.4741,-19.6959
-0.1618,-1.3589,-19.4315
-0.1849,-1.2438,-19.4315
-0.208,-1.2438,-19.4315
-0.2311,-1.2668,-19.2994
-0.208,-1.3359,-19.4315
-0.1849,-1.4971,-19.4315
-0.1618,-1.5893,-19.5637
-0.1618,-1.6123,-19.5637
-0.1618,-1.5432,-19.5637
-0.1849,-1.4511,-19.4315
-0.2311,-1.3359,-19.2994
-0.2542,-1.2898,-19.2994
-0.2542,-1.3129,-19.4315
-0.208,-1.428,-19.5637
-0.1618,-1.5202,-19.6959
-0.1386,-1.5893,-19.8281
-0.1155,-1.5432,-19.8281
-0.1155,-1.428,-19.6959
-0.1386,-1.3129,-19.6959
-0.1386,-1.2438,-19.8281
-0.1155,-1.2207,-19.9603
-0.1386,-1.2207,-20.2247
-0.0693,-1.3359,-20.489
-0.0462,-1.4971,-20.7534
-0.0231,-1.5662,-21.0178
-0.0231,-1.6814,-21.2822
-0.0231,-1.7735,-21.6787
-0.0693,-1.8657,-22.0753
-0.0693,-1.8426,-22.4719
-0.0924,-1.8887,-22.8684
-0.0924,-1.8657,-23.3972
-0.1155,-1.8657,-23.6615
-0.0693,-1.8426,-23.7937
-0.1155,-1.7505,-24.0581
-0.1386,-1.6584,-24.5869
-0.1155,-1.6353,-24.8512
-0.1155,-1.6353,-25.1156
-0.0693,-1.6814,-25.38
-0.0693,-1.7505,-25.5122
-0.0693,-1.7735,-25.6444
-0.0693,-1.7966,-25.7766
-0.1155,-1.8426,-26.0409
-0.0693,-1.9117,-26.3053
-0.0231,-1.9808,-26.7019
0.0,-2.0499,-26.8341
0.0693,-2.0499,-26.8341
0.0924,-2.073,-26.5697
0.0462,-2.0499,-26.5697
-0.0462,-2.073,-26.7019
-0.0462,-2.0499,-26.8341
-0.0693,-2.0499,-26.9662
-0.0693,-2.0039,-27.0984
-0.0462,-1.9117,-27.0984
-0.0693,-1.8887,-27.0984
-0.0462,-1.9117,-27.2306
-0.0231,-2.0499,-27.3628
-0.0462,-2.1421,-27.3628
-0.0462,-2.2803,-27.6272
-0.0924,-2.3263,-27.7594
-0.1155,-2.2803,-27.7594
-0.1386,-2.2112,-27.7594
-0.1849,-2.1881,-27.7594
-0.2311,-2.3033,-27.6272
-0.2311,-2.5336,-27.6272
-0.1849,-2.7179,-27.7594
-0.1386,-2.81,-27.6272
-0.1849,-2.6488,-27.8916
-0.1849,-2.5106,-28.0237
-0.208,-2.4645,-28.0237
-0.1849,-2.5106,-28.1559
-0.1618,-2.5567,-28.1559
-0.1386,-2.6258,-28.1559
-0.1849,-2.6718,-28.1559
-0.2311,-2.6949,-28.0237
-0.2542,-2.7409,-28.0237
-0.208,-2.764,-28.1559
-0.208,-2.8331,-28.2881
-0.1849,-2.9252,-28.2881
-0.1386,-2.9713,-28.6847
-0.1386,-3.0404,-28.8169
-0.1386,-2.9943,-28.8169
-0.1618,-2.9252,-28.9491
-0.1618,-2.9252,-29.0812
-0.1386,-3.0634,-29.0812
-0.1386,-3.1325,-29.0812
-0.0924,-3.2477,-29.2134
-0.1386,-3.2707,-29.3456
-0.1155,-3.2246,-29.61
-0.0924,-3.1786,-29.7422
-0.0693,-3.1095,-29.7422
-0.0693,-3.0634,-29.8744
-0.0693,-3.0864,-29.8744
-0.0693,-3.1555,-30.0066
-0.0924,-3.1786,-30.1387
-0.0693,-3.1555,-30.2709
-0.0924,-3.1095,-30.2709
-0.1155,-3.0634,-30.2709
-0.0693,-3.0864,-30.4031
-0.0693,-3.1095,-30.4031
-0.0231,-3.1325,-30.5353
-0.0462,-3.1555,-30.6675
-0.0462,-3.1555,-30.5353
-0.0462,-3.1555,-30.5353
-0.0693,-3.1555,-30.6675
